"negative" "positive"
"4384" 0.844 0.156
"4385" 0.851 0.149
"4386" 0.814 0.186
"4387" 0.832 0.168
"4388" 0.804 0.196
"4389" 0.813 0.187
"4390" 0.819 0.181
"4391" 0.776 0.224
"4392" 0.806 0.194
"4393" 0.76 0.24
"4394" 0.752 0.248
"4395" 0.725 0.275
"4396" 0.747 0.253
"4397" 0.748 0.252
"4398" 0.799 0.201
"4399" 0.846 0.154
"4400" 0.875 0.125
"4401" 0.903 0.097
"4402" 0.909 0.091
"4403" 0.946 0.054
"4404" 0.959 0.041
"4405" 0.952 0.048
"4406" 0.967 0.033
"4407" 0.97 0.03
"4408" 0.966 0.034
"4409" 0.965 0.035
"4410" 0.968 0.032
"4411" 0.944 0.056
"4412" 0.942 0.058
"4413" 0.97 0.03
"4414" 0.975 0.025
"4415" 0.964 0.036
"4416" 0.957 0.043
"4417" 0.962 0.038
"4418" 0.963 0.037
"4419" 0.956 0.044
"4420" 0.959 0.041
"4421" 0.937 0.063
"4422" 0.932 0.068
"4423" 0.92 0.08
"4424" 0.852 0.148
"4425" 0.848 0.152
"4426" 0.852 0.148
"4427" 0.841 0.159
"4428" 0.827 0.173
"4429" 0.8 0.2
"4430" 0.785 0.215
"4431" 0.729 0.271
"4432" 0.752 0.248
"4433" 0.715 0.285
"4434" 0.724 0.276
"4435" 0.695 0.305
"4436" 0.73 0.27
"4437" 0.725 0.275
"4438" 0.682 0.318
"4439" 0.63 0.37
"4440" 0.637 0.363
"4441" 0.637 0.363
"4442" 0.635 0.365
"4443" 0.621 0.379
"4444" 0.609 0.391
"4445" 0.577 0.423
"4446" 0.56 0.44
"4447" 0.577 0.423
"4448" 0.621 0.379
"4449" 0.652 0.348
"4450" 0.71 0.29
"4451" 0.726 0.274
"4452" 0.749 0.251
"4453" 0.721 0.279
"4454" 0.695 0.305
"4455" 0.682 0.318
"4456" 0.712 0.288
"4457" 0.696 0.304
"4458" 0.669 0.331
"4459" 0.677 0.323
"4460" 0.658 0.342
"4461" 0.673 0.327
"4462" 0.647 0.353
"4463" 0.65 0.35
"4464" 0.676 0.324
"4465" 0.666 0.334
"4466" 0.58 0.42
"4467" 0.565 0.435
"4468" 0.559 0.441
"4469" 0.573 0.427
"4470" 0.643 0.357
"4471" 0.632 0.368
"4472" 0.629 0.371
"4473" 0.649 0.351
"4474" 0.67 0.33
"4475" 0.718 0.282
"4476" 0.711 0.289
"4477" 0.743 0.257
"4478" 0.738 0.262
"4479" 0.734 0.266
"4480" 0.794 0.206
"4481" 0.792 0.208
"4482" 0.762 0.238
"4483" 0.797 0.203
"4484" 0.774 0.226
"4485" 0.788 0.212
"4486" 0.791 0.209
"4487" 0.8 0.2
"4488" 0.842 0.158
"4489" 0.837 0.163
"4490" 0.875 0.125
"4491" 0.892 0.108
"4492" 0.91 0.09
"4493" 0.905 0.095
"4494" 0.913 0.087
"4495" 0.944 0.056
"4496" 0.958 0.042
"4497" 0.954 0.046
"4498" 0.953 0.047
"4499" 0.974 0.026
"4500" 0.964 0.036
"4501" 0.972 0.028
"4502" 0.985 0.015
"4503" 0.995 0.005
"4504" 0.986 0.014
"4505" 0.991 0.009
"4506" 0.988 0.012
"4507" 0.985 0.015
"4508" 0.986 0.014
"4509" 0.989 0.011
"4510" 0.987 0.013
"4511" 0.989 0.011
"4512" 0.99 0.01
"4513" 0.989 0.011
"4514" 0.974 0.026
"4515" 0.974 0.026
"4516" 0.974 0.026
"4517" 0.976 0.024
"4518" 0.979 0.021
"4519" 0.968 0.032
"4520" 0.973 0.027
"4521" 0.97 0.03
"4522" 0.98 0.02
"4523" 0.98 0.02
"4524" 0.987 0.013
"4525" 0.983 0.017
"4526" 0.974 0.026
"4527" 0.971 0.029
"4528" 0.963 0.037
"4529" 0.957 0.043
"4530" 0.959 0.041
"4531" 0.943 0.057
"4532" 0.94 0.06
"4533" 0.945 0.055
"4534" 0.939 0.061
"4535" 0.962 0.038
"4536" 0.963 0.037
"4537" 0.963 0.037
"4538" 0.939 0.061
"4539" 0.937 0.063
"4540" 0.928 0.072
"4541" 0.916 0.084
"4542" 0.895 0.105
"4543" 0.893 0.107
"4544" 0.885 0.115
"4545" 0.851 0.149
"4546" 0.807 0.193
"4547" 0.8 0.2
"4548" 0.817 0.183
"4549" 0.81 0.19
"4550" 0.814 0.186
"4551" 0.829 0.171
"4552" 0.853 0.147
"4553" 0.844 0.156
"4554" 0.805 0.195
"4555" 0.838 0.162
"4556" 0.847 0.153
"4557" 0.843 0.157
"4558" 0.796 0.204
"4559" 0.81 0.19
"4560" 0.783 0.217
"4561" 0.814 0.186
"4562" 0.828 0.172
"4563" 0.826 0.174
"4564" 0.766 0.234
"4565" 0.703 0.297
"4566" 0.625 0.375
"4567" 0.605 0.395
"4568" 0.532 0.468
"4569" 0.482 0.518
"4570" 0.468 0.532
"4571" 0.43 0.57
"4572" 0.447 0.553
"4573" 0.414 0.586
"4574" 0.448 0.552
"4575" 0.485 0.515
"4576" 0.518 0.482
"4577" 0.567 0.433
"4578" 0.606 0.394
"4579" 0.637 0.363
"4580" 0.685 0.315
"4581" 0.708 0.292
"4582" 0.747 0.253
"4583" 0.81 0.19
"4584" 0.83 0.17
"4585" 0.84 0.16
"4586" 0.833 0.167
"4587" 0.845 0.155
"4588" 0.842 0.158
"4589" 0.842 0.158
"4590" 0.818 0.182
"4591" 0.797 0.203
"4592" 0.765 0.235
"4593" 0.759 0.241
"4594" 0.776 0.224
"4595" 0.774 0.226
"4596" 0.769 0.231
"4597" 0.808 0.192
"4598" 0.831 0.169
"4599" 0.825 0.175
"4600" 0.813 0.187
"4601" 0.8 0.2
"4602" 0.822 0.178
"4603" 0.796 0.204
"4604" 0.781 0.219
"4605" 0.804 0.196
"4606" 0.811 0.189
"4607" 0.824 0.176
"4608" 0.822 0.178
"4609" 0.843 0.157
"4610" 0.839 0.161
"4611" 0.851 0.149
"4612" 0.875 0.125
"4613" 0.903 0.097
"4614" 0.914 0.086
"4615" 0.911 0.089
"4616" 0.894 0.106
"4617" 0.875 0.125
"4618" 0.861 0.139
"4619" 0.847 0.153
"4620" 0.862 0.138
"4621" 0.864 0.136
"4622" 0.863 0.137
"4623" 0.841 0.159
"4624" 0.853 0.147
"4625" 0.871 0.129
"4626" 0.852 0.148
"4627" 0.865 0.135
"4628" 0.845 0.155
"4629" 0.824 0.176
"4630" 0.764 0.236
"4631" 0.734 0.266
"4632" 0.725 0.275
"4633" 0.705 0.295
"4634" 0.686 0.314
"4635" 0.647 0.353
"4636" 0.583 0.417
"4637" 0.601 0.399
"4638" 0.64 0.36
"4639" 0.615 0.385
"4640" 0.595 0.405
"4641" 0.637 0.363
"4642" 0.601 0.399
"4643" 0.611 0.389
"4644" 0.63 0.37
"4645" 0.857 0.143
"4646" 0.834 0.166
"4647" 0.811 0.189
"4648" 0.782 0.218
"4649" 0.793 0.207
"4650" 0.748 0.252
"4651" 0.75 0.25
"4652" 0.727 0.273
"4653" 0.705 0.295
"4654" 0.701 0.299
"4655" 0.706 0.294
"4656" 0.667 0.333
"4657" 0.663 0.337
"4658" 0.646 0.354
"4659" 0.703 0.297
"4660" 0.732 0.268
"4661" 0.769 0.231
"4662" 0.754 0.246
"4663" 0.722 0.278
"4664" 0.695 0.305
"4665" 0.651 0.349
"4666" 0.653 0.347
"4667" 0.59 0.41
"4668" 0.583 0.417
"4669" 0.442 0.558
"4670" 0.38 0.62
"4671" 0.401 0.599
"4672" 0.416 0.584
"4673" 0.41 0.59
"4674" 0.465 0.535
"4675" 0.522 0.478
"4676" 0.602 0.398
"4677" 0.635 0.365
"4678" 0.627 0.373
"4679" 0.646 0.354
"4680" 0.65 0.35
"4681" 0.659 0.341
"4682" 0.577 0.423
"4683" 0.475 0.525
"4684" 0.393 0.607
"4685" 0.361 0.639
"4686" 0.4 0.6
"4687" 0.374 0.626
"4688" 0.43 0.57
"4689" 0.462 0.538
"4690" 0.538 0.462
"4691" 0.614 0.386
"4692" 0.677 0.323
"4693" 0.713 0.287
"4694" 0.792 0.208
"4695" 0.841 0.159
"4696" 0.828 0.172
"4697" 0.818 0.182
"4698" 0.837 0.163
"4699" 0.815 0.185
"4700" 0.785 0.215
"4701" 0.793 0.207
"4702" 0.752 0.248
"4703" 0.689 0.311
"4704" 0.602 0.398
"4705" 0.486 0.514
"4706" 0.495 0.505
"4707" 0.543 0.457
"4708" 0.573 0.427
"4709" 0.598 0.402
"4710" 0.617 0.383
"4711" 0.603 0.397
"4712" 0.53 0.47
"4713" 0.46 0.54
"4714" 0.457 0.543
"4715" 0.51 0.49
"4716" 0.601 0.399
"4717" 0.648 0.352
"4718" 0.684 0.316
"4719" 0.731 0.269
"4720" 0.72 0.28
"4721" 0.762 0.238
"4722" 0.762 0.238
"4723" 0.795 0.205
"4724" 0.817 0.183
"4725" 0.812 0.188
"4726" 0.82 0.18
"4727" 0.821 0.179
"4728" 0.859 0.141
"4729" 0.833 0.167
"4730" 0.835 0.165
"4731" 0.821 0.179
"4732" 0.819 0.181
"4733" 0.806 0.194
"4734" 0.803 0.197
"4735" 0.819 0.181
"4736" 0.859 0.141
"4737" 0.837 0.163
"4738" 0.843 0.157
"4739" 0.859 0.141
"4740" 0.874 0.126
"4741" 0.899 0.101
"4742" 0.894 0.106
"4743" 0.87 0.13
"4744" 0.878 0.122
"4745" 0.836 0.164
"4746" 0.848 0.152
"4747" 0.809 0.191
"4748" 0.869 0.131
"4749" 0.874 0.126
"4750" 0.899 0.101
"4751" 0.912 0.088
"4752" 0.918 0.082
"4753" 0.93 0.07
"4754" 0.952 0.048
"4755" 0.944 0.056
"4756" 0.944 0.056
"4757" 0.923 0.077
"4758" 0.913 0.087
"4759" 0.856 0.144
"4760" 0.829 0.171
"4761" 0.777 0.223
"4762" 0.678 0.322
"4763" 0.582 0.418
"4764" 0.526 0.474
"4765" 0.518 0.482
"4766" 0.494 0.506
"4767" 0.555 0.445
"4768" 0.614 0.386
"4769" 0.668 0.332
"4770" 0.713 0.287
"4771" 0.665 0.335
"4772" 0.442 0.558
"4773" 0.422 0.578
"4774" 0.405 0.595
"4775" 0.414 0.586
"4776" 0.427 0.573
"4777" 0.49 0.51
"4778" 0.61 0.39
"4779" 0.702 0.298
"4780" 0.845 0.155
"4781" 0.913 0.087
"4782" 0.931 0.069
"4783" 0.954 0.046
"4784" 0.95 0.05
"4785" 0.955 0.045
"4786" 0.967 0.033
"4787" 0.958 0.042
"4788" 0.958 0.042
"4789" 0.929 0.071
"4790" 0.876 0.124
"4791" 0.816 0.184
"4792" 0.698 0.302
"4793" 0.61 0.39
"4794" 0.473 0.527
"4795" 0.395 0.605
"4796" 0.392 0.608
"4797" 0.42 0.58
"4798" 0.401 0.599
"4799" 0.431 0.569
"4800" 0.476 0.524
"4801" 0.523 0.477
"4802" 0.628 0.372
"4803" 0.673 0.327
"4804" 0.66 0.34
"4805" 0.461 0.539
"4806" 0.365 0.635
"4807" 0.379 0.621
"4808" 0.417 0.583
"4809" 0.391 0.609
"4810" 0.416 0.584
"4811" 0.482 0.518
"4812" 0.597 0.403
"4813" 0.705 0.295
"4814" 0.846 0.154
"4815" 0.904 0.096
"4816" 0.955 0.045
"4817" 0.961 0.039
"4818" 0.965 0.035
"4819" 0.978 0.022
"4820" 0.97 0.03
"4821" 0.959 0.041
"4822" 0.957 0.043
"4823" 0.965 0.035
"4824" 0.926 0.074
"4825" 0.899 0.101
"4826" 0.874 0.126
"4827" 0.787 0.213
"4828" 0.647 0.353
"4829" 0.66 0.34
"4830" 0.664 0.336
"4831" 0.682 0.318
"4832" 0.711 0.289
"4833" 0.648 0.352
"4834" 0.665 0.335
"4835" 0.685 0.315
"4836" 0.688 0.312
"4837" 0.704 0.296
"4838" 0.645 0.355
"4839" 0.483 0.517
"4840" 0.427 0.573
"4841" 0.425 0.575
"4842" 0.397 0.603
"4843" 0.444 0.556
"4844" 0.469 0.531
"4845" 0.528 0.472
"4846" 0.612 0.388
"4847" 0.728 0.272
"4848" 0.841 0.159
"4849" 0.873 0.127
"4850" 0.917 0.083
"4851" 0.954 0.046
"4852" 0.965 0.035
"4853" 0.972 0.028
"4854" 0.98 0.02
"4855" 0.988 0.012
"4856" 0.987 0.013
"4857" 0.987 0.013
"4858" 0.99 0.01
"4859" 0.991 0.009
"4860" 0.973 0.027
"4861" 0.979 0.021
"4862" 0.98 0.02
"4863" 0.986 0.014
"4864" 0.982 0.018
"4865" 0.984 0.016
"4866" 0.977 0.023
"4867" 0.979 0.021
"4868" 0.966 0.034
"4869" 0.964 0.036
"4870" 0.938 0.062
"4871" 0.906 0.094
"4872" 0.84 0.16
"4873" 0.748 0.252
"4874" 0.663 0.337
"4875" 0.555 0.445
"4876" 0.385 0.615
"4877" 0.327 0.673
"4878" 0.332 0.668
"4879" 0.33 0.67
"4880" 0.321 0.679
"4881" 0.341 0.659
"4882" 0.365 0.635
"4883" 0.515 0.485
"4884" 0.581 0.419
"4885" 0.636 0.364
"4886" 0.629 0.371
"4887" 0.493 0.507
"4888" 0.487 0.513
"4889" 0.539 0.461
"4890" 0.526 0.474
"4891" 0.533 0.467
"4892" 0.562 0.438
"4893" 0.601 0.399
"4894" 0.648 0.352
"4895" 0.736 0.264
"4896" 0.793 0.207
"4897" 0.859 0.141
"4898" 0.883 0.117
"4899" 0.851 0.149
"4900" 0.877 0.123
"4901" 0.848 0.152
"4902" 0.843 0.157
"4903" 0.776 0.224
"4904" 0.733 0.267
"4905" 0.631 0.369
"4906" 0.551 0.449
"4907" 0.382 0.618
"4908" 0.37 0.63
"4909" 0.321 0.679
"4910" 0.316 0.684
"4911" 0.286 0.714
"4912" 0.352 0.648
"4913" 0.366 0.634
"4914" 0.49 0.51
"4915" 0.602 0.398
"4916" 0.694 0.306
"4917" 0.712 0.288
"4918" 0.662 0.338
"4919" 0.472 0.528
"4920" 0.377 0.623
"4921" 0.344 0.656
"4922" 0.347 0.653
"4923" 0.386 0.614
"4924" 0.446 0.554
"4925" 0.543 0.457
"4926" 0.646 0.354
"4927" 0.742 0.258
"4928" 0.813 0.187
"4929" 0.852 0.148
"4930" 0.862 0.138
"4931" 0.877 0.123
"4932" 0.851 0.149
"4933" 0.818 0.182
"4934" 0.755 0.245
"4935" 0.608 0.392
"4936" 0.446 0.554
"4937" 0.312 0.688
"4938" 0.281 0.719
"4939" 0.215 0.785
"4940" 0.197 0.803
"4941" 0.16 0.84
"4942" 0.148 0.852
"4943" 0.149 0.851
"4944" 0.285 0.715
"4945" 0.47 0.53
"4946" 0.872 0.128
"4947" 0.828 0.172
"4948" 0.843 0.157
"4949" 0.806 0.194
"4950" 0.829 0.171
"4951" 0.779 0.221
"4952" 0.768 0.232
"4953" 0.757 0.243
"4954" 0.766 0.234
"4955" 0.764 0.236
"4956" 0.751 0.249
"4957" 0.735 0.265
"4958" 0.691 0.309
"4959" 0.71 0.29
"4960" 0.721 0.279
"4961" 0.815 0.185
"4962" 0.865 0.135
"4963" 0.878 0.122
"4964" 0.886 0.114
"4965" 0.901 0.099
"4966" 0.885 0.115
"4967" 0.854 0.146
"4968" 0.84 0.16
"4969" 0.801 0.199
"4970" 0.708 0.292
"4971" 0.642 0.358
"4972" 0.653 0.347
"4973" 0.657 0.343
"4974" 0.638 0.362
"4975" 0.589 0.411
"4976" 0.457 0.543
"4977" 0.409 0.591
"4978" 0.404 0.596
"4979" 0.458 0.542
"4980" 0.523 0.477
"4981" 0.568 0.432
"4982" 0.626 0.374
"4983" 0.642 0.358
"4984" 0.704 0.296
"4985" 0.739 0.261
"4986" 0.772 0.228
"4987" 0.744 0.256
"4988" 0.726 0.274
"4989" 0.741 0.259
"4990" 0.583 0.417
"4991" 0.543 0.457
"4992" 0.485 0.515
"4993" 0.496 0.504
"4994" 0.443 0.557
"4995" 0.478 0.522
"4996" 0.483 0.517
"4997" 0.587 0.413
"4998" 0.647 0.353
"4999" 0.739 0.261
"5000" 0.797 0.203
"5001" 0.854 0.146
"5002" 0.87 0.13
"5003" 0.902 0.098
"5004" 0.909 0.091
"5005" 0.911 0.089
"5006" 0.912 0.088
"5007" 0.906 0.094
"5008" 0.901 0.099
"5009" 0.871 0.129
"5010" 0.846 0.154
"5011" 0.853 0.147
"5012" 0.802 0.198
"5013" 0.749 0.251
"5014" 0.71 0.29
"5015" 0.606 0.394
"5016" 0.484 0.516
"5017" 0.475 0.525
"5018" 0.474 0.526
"5019" 0.522 0.478
"5020" 0.517 0.483
"5021" 0.583 0.417
"5022" 0.581 0.419
"5023" 0.462 0.538
"5024" 0.465 0.535
"5025" 0.448 0.552
"5026" 0.469 0.531
"5027" 0.58 0.42
"5028" 0.578 0.422
"5029" 0.64 0.36
"5030" 0.655 0.345
"5031" 0.665 0.335
"5032" 0.685 0.315
"5033" 0.754 0.246
"5034" 0.767 0.233
"5035" 0.791 0.209
"5036" 0.785 0.215
"5037" 0.815 0.185
"5038" 0.848 0.152
"5039" 0.845 0.155
"5040" 0.832 0.168
"5041" 0.827 0.173
"5042" 0.802 0.198
"5043" 0.809 0.191
"5044" 0.784 0.216
"5045" 0.721 0.279
"5046" 0.712 0.288
"5047" 0.684 0.316
"5048" 0.716 0.284
"5049" 0.704 0.296
"5050" 0.705 0.295
"5051" 0.685 0.315
"5052" 0.692 0.308
"5053" 0.698 0.302
"5054" 0.733 0.267
"5055" 0.765 0.235
"5056" 0.811 0.189
"5057" 0.789 0.211
"5058" 0.784 0.216
"5059" 0.757 0.243
"5060" 0.775 0.225
"5061" 0.779 0.221
"5062" 0.806 0.194
"5063" 0.831 0.169
"5064" 0.823 0.177
"5065" 0.799 0.201
"5066" 0.784 0.216
"5067" 0.822 0.178
"5068" 0.866 0.134
"5069" 0.901 0.099
"5070" 0.936 0.064
"5071" 0.914 0.086
"5072" 0.917 0.083
"5073" 0.878 0.122
"5074" 0.841 0.159
"5075" 0.819 0.181
"5076" 0.729 0.271
"5077" 0.666 0.334
"5078" 0.537 0.463
"5079" 0.481 0.519
"5080" 0.461 0.539
"5081" 0.466 0.534
"5082" 0.511 0.489
"5083" 0.6 0.4
"5084" 0.593 0.407
"5085" 0.609 0.391
"5086" 0.607 0.393
"5087" 0.469 0.531
"5088" 0.394 0.606
"5089" 0.391 0.609
"5090" 0.367 0.633
"5091" 0.397 0.603
"5092" 0.478 0.522
"5093" 0.561 0.439
"5094" 0.66 0.34
"5095" 0.764 0.236
"5096" 0.84 0.16
"5097" 0.888 0.112
"5098" 0.902 0.098
"5099" 0.917 0.083
"5100" 0.915 0.085
"5101" 0.929 0.071
"5102" 0.934 0.066
"5103" 0.928 0.072
"5104" 0.906 0.094
"5105" 0.834 0.166
"5106" 0.788 0.212
"5107" 0.715 0.285
"5108" 0.598 0.402
"5109" 0.43 0.57
"5110" 0.332 0.668
"5111" 0.246 0.754
"5112" 0.242 0.758
"5113" 0.237 0.763
"5114" 0.252 0.748
"5115" 0.308 0.692
"5116" 0.441 0.559
"5117" 0.585 0.415
"5118" 0.506 0.494
"5119" 0.522 0.478
"5120" 0.331 0.669
"5121" 0.298 0.702
"5122" 0.28 0.72
"5123" 0.25 0.75
"5124" 0.276 0.724
"5125" 0.336 0.664
"5126" 0.399 0.601
"5127" 0.516 0.484
"5128" 0.689 0.311
"5129" 0.795 0.205
"5130" 0.843 0.157
"5131" 0.899 0.101
"5132" 0.883 0.117
"5133" 0.919 0.081
"5134" 0.896 0.104
"5135" 0.865 0.135
"5136" 0.815 0.185
"5137" 0.744 0.256
"5138" 0.691 0.309
"5139" 0.516 0.484
"5140" 0.456 0.544
"5141" 0.404 0.596
"5142" 0.404 0.596
"5143" 0.352 0.648
"5144" 0.329 0.671
"5145" 0.39 0.61
"5146" 0.478 0.522
"5147" 0.588 0.412
"5148" 0.703 0.297
"5149" 0.772 0.228
"5150" 0.743 0.257
"5151" 0.695 0.305
"5152" 0.68 0.32
"5153" 0.665 0.335
"5154" 0.635 0.365
"5155" 0.668 0.332
"5156" 0.722 0.278
"5157" 0.752 0.248
"5158" 0.789 0.211
"5159" 0.819 0.181
"5160" 0.858 0.142
"5161" 0.861 0.139
"5162" 0.886 0.114
"5163" 0.872 0.128
"5164" 0.873 0.127
"5165" 0.826 0.174
"5166" 0.791 0.209
"5167" 0.668 0.332
"5168" 0.57 0.43
"5169" 0.345 0.655
"5170" 0.288 0.712
"5171" 0.267 0.733
"5172" 0.251 0.749
"5173" 0.248 0.752
"5174" 0.28 0.72
"5175" 0.327 0.673
"5176" 0.475 0.525
"5177" 0.561 0.439
"5178" 0.594 0.406
"5179" 0.583 0.417
"5180" 0.458 0.542
"5181" 0.485 0.515
"5182" 0.467 0.533
"5183" 0.452 0.548
"5184" 0.499 0.501
"5185" 0.532 0.468
"5186" 0.58 0.42
"5187" 0.666 0.334
"5188" 0.788 0.212
"5189" 0.814 0.186
"5190" 0.818 0.182
"5191" 0.855 0.145
"5192" 0.839 0.161
"5193" 0.839 0.161
"5194" 0.812 0.188
"5195" 0.768 0.232
"5196" 0.66 0.34
"5197" 0.54 0.46
"5198" 0.421 0.579
"5199" 0.372 0.628
"5200" 0.353 0.647
"5201" 0.345 0.655
"5202" 0.352 0.648
"5203" 0.407 0.593
"5204" 0.36 0.64
"5205" 0.526 0.474
"5206" 0.641 0.359
"5207" 0.689 0.311
"5208" 0.745 0.255
"5209" 0.729 0.271
"5210" 0.546 0.454
"5211" 0.464 0.536
"5212" 0.409 0.591
"5213" 0.438 0.562
"5214" 0.467 0.533
"5215" 0.533 0.467
"5216" 0.602 0.398
"5217" 0.689 0.311
"5218" 0.759 0.241
"5219" 0.809 0.191
"5220" 0.811 0.189
"5221" 0.842 0.158
"5222" 0.82 0.18
"5223" 0.792 0.208
"5224" 0.645 0.355
"5225" 0.533 0.467
"5226" 0.415 0.585
"5227" 0.344 0.656
"5228" 0.301 0.699
"5229" 0.222 0.778
"5230" 0.224 0.776
"5231" 0.203 0.797
"5232" 0.219 0.781
"5233" 0.36 0.64
"5234" 0.529 0.471
"5235" 0.935 0.065
"5236" 0.91 0.09
"5237" 0.88 0.12
"5238" 0.888 0.112
"5239" 0.861 0.139
"5240" 0.856 0.144
"5241" 0.872 0.128
"5242" 0.874 0.126
"5243" 0.873 0.127
"5244" 0.88 0.12
"5245" 0.88 0.12
"5246" 0.869 0.131
"5247" 0.852 0.148
"5248" 0.84 0.16
"5249" 0.85 0.15
"5250" 0.878 0.122
"5251" 0.885 0.115
"5252" 0.87 0.13
"5253" 0.847 0.153
"5254" 0.852 0.148
"5255" 0.863 0.137
"5256" 0.9 0.1
"5257" 0.902 0.098
"5258" 0.887 0.113
"5259" 0.885 0.115
"5260" 0.901 0.099
"5261" 0.893 0.107
"5262" 0.849 0.151
"5263" 0.906 0.094
"5264" 0.9 0.1
"5265" 0.887 0.113
"5266" 0.883 0.117
"5267" 0.881 0.119
"5268" 0.878 0.122
"5269" 0.834 0.166
"5270" 0.839 0.161
"5271" 0.846 0.154
"5272" 0.834 0.166
"5273" 0.833 0.167
"5274" 0.844 0.156
"5275" 0.879 0.121
"5276" 0.887 0.113
"5277" 0.878 0.122
"5278" 0.865 0.135
"5279" 0.882 0.118
"5280" 0.86 0.14
"5281" 0.885 0.115
"5282" 0.886 0.114
"5283" 0.896 0.104
"5284" 0.883 0.117
"5285" 0.837 0.163
"5286" 0.824 0.176
"5287" 0.772 0.228
"5288" 0.702 0.298
"5289" 0.588 0.412
"5290" 0.473 0.527
"5291" 0.369 0.631
"5292" 0.369 0.631
"5293" 0.306 0.694
"5294" 0.329 0.671
"5295" 0.332 0.668
"5296" 0.367 0.633
"5297" 0.469 0.531
"5298" 0.55 0.45
"5299" 0.622 0.378
"5300" 0.775 0.225
"5301" 0.782 0.218
"5302" 0.658 0.342
"5303" 0.357 0.643
"5304" 0.301 0.699
"5305" 0.308 0.692
"5306" 0.322 0.678
"5307" 0.319 0.681
"5308" 0.335 0.665
"5309" 0.34 0.66
"5310" 0.407 0.593
"5311" 0.496 0.504
"5312" 0.6 0.4
"5313" 0.69 0.31
"5314" 0.743 0.257
"5315" 0.772 0.228
"5316" 0.806 0.194
"5317" 0.829 0.171
"5318" 0.855 0.145
"5319" 0.867 0.133
"5320" 0.892 0.108
"5321" 0.882 0.118
"5322" 0.851 0.149
"5323" 0.812 0.188
"5324" 0.783 0.217
"5325" 0.755 0.245
"5326" 0.751 0.249
"5327" 0.623 0.377
"5328" 0.545 0.455
"5329" 0.47 0.53
"5330" 0.339 0.661
"5331" 0.331 0.669
"5332" 0.327 0.673
"5333" 0.338 0.662
"5334" 0.353 0.647
"5335" 0.444 0.556
"5336" 0.552 0.448
"5337" 0.596 0.404
"5338" 0.708 0.292
"5339" 0.802 0.198
"5340" 0.783 0.217
"5341" 0.746 0.254
"5342" 0.553 0.447
"5343" 0.463 0.537
"5344" 0.322 0.678
"5345" 0.313 0.687
"5346" 0.295 0.705
"5347" 0.3 0.7
"5348" 0.354 0.646
"5349" 0.373 0.627
"5350" 0.423 0.577
"5351" 0.504 0.496
"5352" 0.623 0.377
"5353" 0.649 0.351
"5354" 0.742 0.258
"5355" 0.754 0.246
"5356" 0.789 0.211
"5357" 0.813 0.187
"5358" 0.801 0.199
"5359" 0.783 0.217
"5360" 0.752 0.248
"5361" 0.741 0.259
"5362" 0.782 0.218
"5363" 0.777 0.223
"5364" 0.848 0.152
"5365" 0.84 0.16
"5366" 0.859 0.141
"5367" 0.842 0.158
"5368" 0.805 0.195
"5369" 0.829 0.171
"5370" 0.808 0.192
"5371" 0.787 0.213
"5372" 0.793 0.207
"5373" 0.783 0.217
"5374" 0.686 0.314
"5375" 0.548 0.452
"5376" 0.403 0.597
"5377" 0.338 0.662
"5378" 0.276 0.724
"5379" 0.285 0.715
"5380" 0.305 0.695
"5381" 0.315 0.685
"5382" 0.37 0.63
"5383" 0.444 0.556
"5384" 0.408 0.592
"5385" 0.559 0.441
"5386" 0.612 0.388
"5387" 0.739 0.261
"5388" 0.82 0.18
"5389" 0.736 0.264
"5390" 0.652 0.348
"5391" 0.491 0.509
"5392" 0.413 0.587
"5393" 0.4 0.6
"5394" 0.349 0.651
"5395" 0.346 0.654
"5396" 0.355 0.645
"5397" 0.34 0.66
"5398" 0.409 0.591
"5399" 0.444 0.556
"5400" 0.565 0.435
"5401" 0.645 0.355
"5402" 0.717 0.283
"5403" 0.772 0.228
"5404" 0.812 0.188
"5405" 0.823 0.177
"5406" 0.828 0.172
"5407" 0.81 0.19
"5408" 0.807 0.193
"5409" 0.853 0.147
"5410" 0.865 0.135
"5411" 0.859 0.141
"5412" 0.84 0.16
"5413" 0.81 0.19
"5414" 0.818 0.182
"5415" 0.779 0.221
"5416" 0.809 0.191
"5417" 0.826 0.174
"5418" 0.86 0.14
"5419" 0.863 0.137
"5420" 0.859 0.141
"5421" 0.866 0.134
"5422" 0.859 0.141
"5423" 0.851 0.149
"5424" 0.867 0.133
"5425" 0.819 0.181
"5426" 0.752 0.248
"5427" 0.672 0.328
"5428" 0.535 0.465
"5429" 0.478 0.522
"5430" 0.433 0.567
"5431" 0.412 0.588
"5432" 0.413 0.587
"5433" 0.435 0.565
"5434" 0.538 0.462
"5435" 0.576 0.424
"5436" 0.602 0.398
"5437" 0.653 0.347
"5438" 0.743 0.257
"5439" 0.802 0.198
"5440" 0.816 0.184
"5441" 0.774 0.226
"5442" 0.554 0.446
"5443" 0.495 0.505
"5444" 0.447 0.553
"5445" 0.451 0.549
"5446" 0.431 0.569
"5447" 0.452 0.548
"5448" 0.491 0.509
"5449" 0.535 0.465
"5450" 0.597 0.403
"5451" 0.623 0.377
"5452" 0.742 0.258
"5453" 0.773 0.227
"5454" 0.834 0.166
"5455" 0.862 0.138
"5456" 0.891 0.109
"5457" 0.897 0.103
"5458" 0.866 0.134
"5459" 0.812 0.188
